楽曲レベル,TOTAL値,COMPLEX,POWER,RHYTHM,SCRATCH,HOLDING,GIMMICK,フルタイトル
1,222,0.00,0.00,0.00,0.00,0.00,0.00,Song [DP BEGINNER]
1,222,0.00,0.00,0.00,0.00,0.00,0.00,Song [DP BEGINNER]
2,260,0.00,0.00,0.00,0.00,0.00,0.00,Head BONK ache [DP BEGINNER]
2,250,0.00,0.00,0.00,0.00,0.00,0.00,IMPULSE [DP BEGINNER]
3,280,0.00,0.00,0.00,0.00,0.00,0.00,Hi-Fi-Story [DP EASY]
3,300,0.00,0.00,0.00,0.00,0.00,0.00,HOPE [14key Easy HOPE]
3,260,0.00,0.00,0.00,0.00,0.00,0.00,MESMERA [DP EASY]
3,250,0.00,0.00,0.00,0.00,0.00,0.00,Wit's biz [DP BEGINNER]
3,260,0.00,0.00,0.00,0.00,0.00,0.00,花たちに希望を [DP BEGINNER]
4,383,0.00,0.00,0.00,0.00,0.00,0.00,GIFT [14key Easy]
4,320,0.00,0.00,0.00,0.00,0.00,0.00,ヒュブリスの頂に聳えるのは [DP BEGINNER]
4,320,0.00,0.00,0.00,0.00,0.00,0.00,ヒュブリスの頂に聳えるのは [DP BEGINNER]
5,301,0.00,0.00,0.00,0.00,0.00,0.00,Amplifying Effect -DP BEGINNER-
5,308,0.00,0.00,0.00,0.00,0.00,0.00,SpellBound (Satellite Palace Remix) [14KEYS NORMAL]
5,355,0.00,0.00,0.00,0.00,0.00,0.00,Twin☆kle Snowglobe [DP EASY]
6,476,0.00,0.00,0.00,0.00,0.00,0.00,Anti Function -DP BEGINNER-
8,410,0.00,0.00,0.00,0.00,0.00,0.00,MESMERA [DP BEGINNER]
3,240,0.00,0.00,0.00,0.00,0.00,0.00,マツユキソウ [DP Normal]
3,288,0.00,0.00,0.00,0.00,0.00,0.00,告白/告別 (BMS edit.) [DP NORMAL]
4,349,0.00,0.00,0.00,0.00,0.00,0.00,alicemourn [DP NORMAL]
4,330,0.00,0.00,0.00,0.00,0.00,0.00,Can't it be true
4,150,0.00,0.00,0.00,0.00,0.00,0.00,Comet (BMS Edit) [DP NORMAL]
4,320,0.00,0.00,0.00,0.00,0.00,0.00,IMPULSE [DP NORMAL]
4,260,0.00,0.00,0.00,0.00,0.00,0.00,introspect [DP Normal]
4,272,0.00,0.00,0.00,0.00,0.00,0.00,R.I.P.
4,260,0.00,0.00,0.00,0.00,0.00,0.00,Same as you [DP NORMAL]
4,360,0.00,0.00,0.00,0.00,0.00,0.00,Sea Breeze Memory[DP NORMAL]
4,220,0.00,0.00,0.00,0.00,0.00,0.00,Song [DP NORMAL]
4,220,0.00,0.00,0.00,0.00,0.00,0.00,Song [DP NORMAL]
4,313,0.00,0.00,0.00,0.00,0.00,0.00,お兄火[DP Normal]
5,350,0.00,0.00,0.00,0.00,0.00,0.00,Back Out [DP NORMAL]
5,330,0.00,0.00,0.00,0.00,0.00,0.00,Cutter [DP NORMAL]
5,310,0.00,0.00,0.00,0.00,0.00,0.00,Grievous Fate[DP NORMAL]
5,368,0.00,0.00,0.00,0.00,0.00,0.00,Night view [DP NORMAL]
5,392,0.00,0.00,0.00,0.00,0.00,0.00,Oekaki [DP Normal]
5,392,0.00,0.00,0.00,0.00,0.00,0.00,Oekaki [DP Normal]
5,388,0.00,0.00,0.00,0.00,0.00,0.00,Peridot [DP NORMAL]
5,325,0.00,0.00,0.00,0.00,0.00,0.00,Rush-Hour [DP Normal]
5,277,0.00,0.00,0.00,0.00,0.00,0.00,Secret Order [DP NORMAL]
5,380,0.00,0.00,0.00,0.00,0.00,0.00,SHINKA [14KEYS NORMAL]
5,270,0.00,0.00,0.00,0.00,0.00,0.00,The Last Page [DP NORMAL]
5,297,0.00,0.00,0.00,0.00,0.00,0.00,Trane [DP NORMAL]
5,360,0.00,0.00,0.00,0.00,0.00,0.00,スピカ [DP NORMAL]
5,383,0.00,0.00,0.00,0.00,0.00,0.00,九龍霓虹街 [DP NORMAL]
6,362,0.00,0.00,0.00,0.00,0.00,0.00,ALICE IN PICOPICO NIGHT (DP NORMAL)
6,320,0.00,0.00,0.00,0.00,0.00,0.00,Giselle [dpn]
6,345,0.00,0.00,0.00,0.00,0.00,0.00,Head BONK ache [DP NORMAL]
6,375,0.00,0.00,0.00,0.00,0.00,0.00,New York Back Raise [DP NORMAL]
6,375,0.00,0.00,0.00,0.00,0.00,0.00,New York Back Raise [DP NORMAL]
6,318,0.00,0.00,0.00,0.00,0.00,0.00,Random [DP NORMAL]
6,375,0.00,0.00,0.00,0.00,0.00,0.00,Wit's biz [DP NORMAL]
6,355,0.00,0.00,0.00,0.00,0.00,0.00,カラッポ・ノンフィクション [DP NORMAL]
6,352,0.00,0.00,0.00,0.00,0.00,0.00,翼の折れた天使たちのレクイエム [DP Normal]
7,400,0.00,0.00,0.00,0.00,0.00,0.00,Error Sector
7,400,0.00,0.00,0.00,0.00,0.00,0.00,Hi-Fi-Story [DP NORMAL]
7,426,0.00,0.00,0.00,0.00,0.00,0.00,HOPE [14key Normal HOPE]
7,381,0.00,0.00,0.00,0.00,0.00,0.00,Kung-fu Fantasia [DP 易]
7,360,0.00,0.00,0.00,0.00,0.00,0.00,Opera House
7,324,0.00,0.00,0.00,0.00,0.00,0.00,self-dissociation [DP NORMAL]
7,405,0.00,0.00,0.00,0.00,0.00,0.00,ヒュブリスの頂に聳えるのは [DP NORMAL]
7,405,0.00,0.00,0.00,0.00,0.00,0.00,ヒュブリスの頂に聳えるのは [DP NORMAL]
7,438,0.00,0.00,0.00,0.00,0.00,0.00,玉響サーチライト [DP NORMAL]
7,410,0.00,0.00,0.00,0.00,0.00,0.00,花たちに希望を [DP NORMAL]
8,351,0.00,0.00,0.00,0.00,0.00,0.00,Amplifying Effect -DP 5KEY-
8,422,0.00,0.00,0.00,0.00,0.00,0.00,Amplifying Effect -DP NORMAL-
8,380,0.00,0.00,0.00,0.00,0.00,0.00,For No Reason
8,451,0.00,0.00,0.00,0.00,0.00,0.00,GIFT [14key Normal]
8,460,0.00,0.00,0.00,0.00,0.00,0.00,Lacrimosa [DP Normal]
8,454,0.00,0.00,0.00,0.00,0.00,0.00,Twin☆kle Snowglobe [DP NORMAL]
9,444,0.00,0.00,0.00,0.00,0.00,0.00,SpellBound (Satellite Palace Remix) [14KEYS HYPER]
10,581,0.00,0.00,0.00,0.00,0.00,0.00,Anti Function -DP NORMAL-
11,500,0.00,0.00,0.00,0.00,0.00,0.00,MESMERA [DP NORMAL]
7,260,0.00,0.00,0.00,0.00,0.00,0.00,introspect
8,450,0.00,0.00,0.00,0.00,0.00,0.00,Back Out [DP HYPER]
8,394,0.00,0.00,0.00,0.00,0.00,0.00,Night view [DP LN]
8,388,0.00,0.00,0.00,0.00,0.00,0.00,Peridot [DP HYPER]
8,312,0.00,0.00,0.00,0.00,0.00,0.00,Same as you [DP HYPER]
8,440,0.00,0.00,0.00,0.00,0.00,0.00,Sea Breeze Memory[DP HYPER]
8,495,0.00,0.00,0.00,0.00,0.00,0.00,SHINKA [10KEYS]
8,440,0.00,0.00,0.00,0.00,0.00,0.00,Song [DP HYPER]
8,440,0.00,0.00,0.00,0.00,0.00,0.00,Song [DP HYPER]
8,405,0.00,0.00,0.00,0.00,0.00,0.00,The Last Page [DP HYPER]
8,360,0.00,0.00,0.00,0.00,0.00,0.00,マツユキソウ [DP Hyper]
9,490,0.00,0.00,0.00,0.00,0.00,0.00,alicemourn [DP HYPER]
9,480,0.00,0.00,0.00,0.00,0.00,0.00,Can't it be true
9,320,0.00,0.00,0.00,0.00,0.00,0.00,Comet (BMS Edit) [DP HYPER]
9,480,0.00,0.00,0.00,0.00,0.00,0.00,Cutter [DP HYPER]
9,450,0.00,0.00,0.00,0.00,0.00,0.00,Grievous Fate[DP HYPER]
9,420,0.00,0.00,0.00,0.00,0.00,0.00,IMPULSE [DP HYPER]
9,365,0.00,0.00,0.00,0.00,0.00,0.00,introspect [DP Hyper]
9,430,0.00,0.00,0.00,0.00,0.00,0.00,New York Back Raise [DP HYPER]
9,430,0.00,0.00,0.00,0.00,0.00,0.00,New York Back Raise [DP HYPER]
9,470,0.00,0.00,0.00,0.00,0.00,0.00,Night view [DP HYPER]
9,478,0.00,0.00,0.00,0.00,0.00,0.00,Oekaki [DP Hyper]
9,478,0.00,0.00,0.00,0.00,0.00,0.00,Oekaki [DP Hyper]
9,430,0.00,0.00,0.00,0.00,0.00,0.00,Random [DP HYPER]
9,470,0.00,0.00,0.00,0.00,0.00,0.00,Rush-Hour [DP Hyper]
9,360,0.00,0.00,0.00,0.00,0.00,0.00,Secret Order [DP HYPER]
9,480,0.00,0.00,0.00,0.00,0.00,0.00,SHINKA [14KEYS HYPER]
9,430,0.00,0.00,0.00,0.00,0.00,0.00,techいも [14い]
9,444,0.00,0.00,0.00,0.00,0.00,0.00,お兄火[DP Hyper]
9,460,0.00,0.00,0.00,0.00,0.00,0.00,カラッポ・ノンフィクション [DP HYPER]
9,460,0.00,0.00,0.00,0.00,0.00,0.00,スピカ [DP HYPER]
9,488,0.00,0.00,0.00,0.00,0.00,0.00,告白/告別 (BMS edit.) [DP HYPER]
9,460,0.00,0.00,0.00,0.00,0.00,0.00,翼の折れた天使たちのレクイエム [DP Hyper]
10,510,0.00,0.00,0.00,0.00,0.00,0.00,ALICE IN PICOPICO NIGHT (DP HYPER)
10,440,0.00,0.00,0.00,0.00,0.00,0.00,Error Sector
10,536,0.00,0.00,0.00,0.00,0.00,0.00,GIFT [14key Hyper]
10,400,0.00,0.00,0.00,0.00,0.00,0.00,Giselle [dph]
10,540,0.00,0.00,0.00,0.00,0.00,0.00,Head BONK ache [DP HYPER]
10,505,0.00,0.00,0.00,0.00,0.00,0.00,Heartstrings [DPH]
10,520,0.00,0.00,0.00,0.00,0.00,0.00,Hi-Fi-Story [DP HYPER]
10,508,0.00,0.00,0.00,0.00,0.00,0.00,HOPE [14key Hyper HOPE]
10,491,0.00,0.00,0.00,0.00,0.00,0.00,Kung-fu Fantasia [DP 難]
10,444,0.00,0.00,0.00,0.00,0.00,0.00,R.I.P.
10,380,0.00,0.00,0.00,0.00,0.00,0.00,self-dissociation [DP HYPER]
10,500,0.00,0.00,0.00,0.00,0.00,0.00,Sesame Kingdom [Sesame Town]
10,420,0.00,0.00,0.00,0.00,0.00,0.00,Trane [DP HYPER]
10,533,0.00,0.00,0.00,0.00,0.00,0.00,Twin☆kle Snowglobe [DP HYPER]
10,400,0.00,0.00,0.00,0.00,0.00,0.00,Wit's biz [DP HYPER]
10,383,0.00,0.00,0.00,0.00,0.00,0.00,九龍霓虹街 [DP HYPER]
10,521,0.00,0.00,0.00,0.00,0.00,0.00,玉響サーチライト [DP HYPER]
10,528,0.00,0.00,0.00,0.00,0.00,0.00,花たちに希望を [DP HYPER]
11,555,0.00,0.00,0.00,0.00,0.00,0.00,Amplifying Effect -DP HYPER-
11,499,0.00,0.00,0.00,0.00,0.00,0.00,Fever Dream [14-H]
11,515,0.00,0.00,0.00,0.00,0.00,0.00,Grievous Fate[DP HARD]
11,561,0.00,0.00,0.00,0.00,0.00,0.00,Lacrimosa [DP Hyper]
11,475,0.00,0.00,0.00,0.00,0.00,0.00,Opera House
11,525,0.00,0.00,0.00,0.00,0.00,0.00,ヒュブリスの頂に聳えるのは [DP HYPER]
11,525,0.00,0.00,0.00,0.00,0.00,0.00,ヒュブリスの頂に聳えるのは [DP HYPER]
12,690,0.00,0.00,0.00,0.00,0.00,0.00,Anti Function -DP HYPER-
12,560,0.00,0.00,0.00,0.00,0.00,0.00,For No Reason
12,620,0.00,0.00,0.00,0.00,0.00,0.00,MESMERA [DP HYPER]
12,613,0.00,0.00,0.00,0.00,0.00,0.00,SpellBound (Satellite Palace Remix) [14KEYS ANOTHER]
10,510,0.00,0.00,0.00,0.00,0.00,0.00,Back Out [DP ANOTHER]
10,525,0.00,0.00,0.00,0.00,0.00,0.00,Cutter [DP ANOTHER]
10,530,0.00,0.00,0.00,0.00,0.00,0.00,Song [DP ANOTHER]
10,530,0.00,0.00,0.00,0.00,0.00,0.00,Song [DP ANOTHER]
11,527,0.00,0.00,0.00,0.00,0.00,0.00,alicemourn [DP ANOTHER]
11,300,0.00,0.00,0.00,0.00,0.00,0.00,Bit by Bit [14]
11,540,0.00,0.00,0.00,0.00,0.00,0.00,Can't it be true
11,450,0.00,0.00,0.00,0.00,0.00,0.00,Comet (BMS Edit) [DP ANOTHER]
11,420,0.00,0.00,0.00,0.00,0.00,0.00,IMPULSE [DP ANOTHER]
11,450,0.00,0.00,0.00,0.00,0.00,0.00,introspect [DP Another]
11,500,0.00,0.00,0.00,0.00,0.00,0.00,New York Back Raise [DP ANOTHER]
11,500,0.00,0.00,0.00,0.00,0.00,0.00,New York Back Raise [DP ANOTHER]
11,537,0.00,0.00,0.00,0.00,0.00,0.00,Night view [DP ANOTHER]
11,488,0.00,0.00,0.00,0.00,0.00,0.00,Peridot [DP ANOTHER]
11,504,0.00,0.00,0.00,0.00,0.00,0.00,Random [DP ANOTHER]
11,313,0.00,0.00,0.00,0.00,0.00,0.00,Same as you [DP ANOTHER]
11,542,0.00,0.00,0.00,0.00,0.00,0.00,Sea Breeze Memory[DP ANOTHER]
11,520,0.00,0.00,0.00,0.00,0.00,0.00,techいも [14も]
11,500,0.00,0.00,0.00,0.00,0.00,0.00,The Last Page [DP ANOTHER]
11,533,0.00,0.00,0.00,0.00,0.00,0.00,お兄火[DP Another]
11,505,0.00,0.00,0.00,0.00,0.00,0.00,カラッポ・ノンフィクション [DP ANOTHER]
11,450,0.00,0.00,0.00,0.00,0.00,0.00,マツユキソウ [DP Another]
12,510,0.00,0.00,0.00,0.00,0.00,0.00,2anyFirst [14-A]
12,675,0.00,0.00,0.00,0.00,0.00,0.00,ALICE IN PICOPICO NIGHT (DP ANOTHER)
12,585,0.00,0.00,0.00,0.00,0.00,0.00,Amplifying Effect -DP ANOTHER-
12,600,0.00,0.00,0.00,0.00,0.00,0.00,Error Sector
12,571,0.00,0.00,0.00,0.00,0.00,0.00,Fever Dream [14-A]
12,596,0.00,0.00,0.00,0.00,0.00,0.00,GIFT [14key Another]
12,510,0.00,0.00,0.00,0.00,0.00,0.00,Giselle [dpa]
12,580,0.00,0.00,0.00,0.00,0.00,0.00,Grievous Fate[DP ANOTHER]
12,600,0.00,0.00,0.00,0.00,0.00,0.00,Head BONK ache [DP ANOTHER]
12,580,0.00,0.00,0.00,0.00,0.00,0.00,Heartstrings [DPA]
12,580,0.00,0.00,0.00,0.00,0.00,0.00,Hi-Fi-Story [DP ANOTHER]
12,580,0.00,0.00,0.00,0.00,0.00,0.00,Hi-Fi-Story [DP ANOTHER]
12,543,0.00,0.00,0.00,0.00,0.00,0.00,HOPE [14key Another HOPE]
12,609,0.00,0.00,0.00,0.00,0.00,0.00,Kung-fu Fantasia [DP 達]
12,678,0.00,0.00,0.00,0.00,0.00,0.00,Lacrimosa [DP Another]
12,582,0.00,0.00,0.00,0.00,0.00,0.00,Luxvinore [14-A]
12,1000,0.00,0.00,0.00,0.00,0.00,0.00,MESMERA [DP ANOTHER]
12,534,0.00,0.00,0.00,0.00,0.00,0.00,Oekaki [DP Another]
12,534,0.00,0.00,0.00,0.00,0.00,0.00,Oekaki [DP Another]
12,530,0.00,0.00,0.00,0.00,0.00,0.00,Opera House
12,555,0.00,0.00,0.00,0.00,0.00,0.00,R.I.P.
12,530,0.00,0.00,0.00,0.00,0.00,0.00,Rush-Hour [DP Another]
12,461,0.00,0.00,0.00,0.00,0.00,0.00,Secret Order [DP ANOTHER]
12,451,0.00,0.00,0.00,0.00,0.00,0.00,self-dissociation [DP ANOTHER]
12,600,0.00,0.00,0.00,0.00,0.00,0.00,Sesame Kingdom [Sesame Castle]
12,707,0.00,0.00,0.00,0.00,0.00,0.00,SHINKA [14KEYS ANOTHER]
12,524,0.00,0.00,0.00,0.00,0.00,0.00,slic.hertz [DP Slickerz]
12,362,0.00,0.00,0.00,0.00,0.00,0.00,Trane [DP ANOTHER]
12,587,0.00,0.00,0.00,0.00,0.00,0.00,Twin☆kle Snowglobe [DP ANOTHER]
12,420,0.00,0.00,0.00,0.00,0.00,0.00,Wit's biz [DP ANOTHER]
12,560,0.00,0.00,0.00,0.00,0.00,0.00,スピカ [DP ANOTHER]
12,580,0.00,0.00,0.00,0.00,0.00,0.00,ヒュブリスの頂に聳えるのは [DP ANOTHER]
12,580,0.00,0.00,0.00,0.00,0.00,0.00,ヒュブリスの頂に聳えるのは [DP ANOTHER]
12,383,0.00,0.00,0.00,0.00,0.00,0.00,九龍霓虹街 [DP ANOTHER]
12,554,0.00,0.00,0.00,0.00,0.00,0.00,玉響サーチライト [DP ANOTHER]
12,578,0.00,0.00,0.00,0.00,0.00,0.00,翼の折れた天使たちのレクイエム [DP Another]
12,630,0.00,0.00,0.00,0.00,0.00,0.00,花たちに希望を [DP ANOTHER]
19,792,0.00,0.00,0.00,0.00,0.00,0.00,Anti Function -DP ANOTHER-
12,586,0.00,0.00,0.00,0.00,0.00,0.00,alicemourn [DP LEGEND]
12,555,0.00,0.00,0.00,0.00,0.00,0.00,Back Out [DP INSANE]
12,630,0.00,0.00,0.00,0.00,0.00,0.00,Comet (BMS Edit) [DP INSANE]
12,575,0.00,0.00,0.00,0.00,0.00,0.00,Cutter [DP INSANE]
12,555,0.00,0.00,0.00,0.00,0.00,0.00,IMPULSE [DP INSANE]
12,477,0.00,0.00,0.00,0.00,0.00,0.00,introspect [DP INSANE]
12,688,0.00,0.00,0.00,0.00,0.00,0.00,Peridot [DP INSANE]
12,777,0.00,0.00,0.00,0.00,0.00,0.00,R.I.P.
12,600,0.00,0.00,0.00,0.00,0.00,0.00,Song [DP INSANE]
12,600,0.00,0.00,0.00,0.00,0.00,0.00,Song [DP INSANE]
12,555,0.00,0.00,0.00,0.00,0.00,0.00,The Last Page [DP INSANE]
12,456,0.00,0.00,0.00,0.00,0.00,0.00,Wit's biz [DP INSANE]
12,650,0.00,0.00,0.00,0.00,0.00,0.00,ヒュブリスの頂に聳えるのは [DP INSANE]
12,650,0.00,0.00,0.00,0.00,0.00,0.00,ヒュブリスの頂に聳えるのは [DP INSANE]
13,694,0.00,0.00,0.00,0.00,0.00,0.00,Lacrimosa [DP Insane]
15,600,0.00,0.00,0.00,0.00,0.00,0.00,HOPE [あなたの健康を損なうおそれがあります]
15,600,0.00,0.00,0.00,0.00,0.00,0.00,Opera House
15,600,0.00,0.00,0.00,0.00,0.00,0.00,Twin☆kle Snowglobe [DP INSANE]
15,500,0.00,0.00,0.00,0.00,0.00,0.00,玉響サーチライト [DP INSANE]
23,887,0.00,0.00,0.00,0.00,0.00,0.00,Anti Function -DP INSANE-
5,331,0.00,0.00,0.00,0.00,0.00,0.00,2anyFirst [14-N]
5,329,0.00,0.00,0.00,0.00,0.00,0.00,techいも [14tech]
9,380,0.00,0.00,0.00,0.00,0.00,0.00,2anyFirst [14-H]
